"table_name: Ascending","metric_name: Ascending","metric_value: Ascending",Count
RRD,"part_max_used","41.4",1
RRD,"part_max_used","48.8",1
RRD,"part_max_used","62.9",1
RRD,"pkts_in","40.39",1
RRD,"pkts_in","46.31",1
RRD,"pkts_in","88.88",1
RRD,"pkts_out","22.30",1
RRD,"pkts_out","34.52",1
RRD,"pkts_out","84.18",1
RRD,"proc_run",1,3
RRD,"proc_total",1078,1
RRD,"proc_total",2221,1
RRD,"proc_total",3977,1
RRD,"procs_blocked",0,3
RRD,"procs_created",2,1
RRD,"procs_created",4,2
RRD,"softirq_block",35,1
RRD,"softirq_block",5,1
RRD,"softirq_block",6,1
RRD,"softirq_blockiopoll",0,3
RRD,"softirq_hi",0,3
RRD,"softirq_hrtimer",1,1
RRD,"softirq_hrtimer",4,1
RRD,"softirq_hrtimer",6,1
RRD,"softirq_netrx",102,1
RRD,"softirq_netrx",107,1
RRD,"softirq_netrx",438,1
RRD,"softirq_nettx",0,3
RRD,"softirq_rcu",1179,1
RRD,"softirq_rcu",1192,1
RRD,"softirq_rcu",1691,1
RRD,"softirq_sched",307,1
RRD,"softirq_sched",418,1
RRD,"softirq_sched",760,1
RRD,"softirq_tasklet",0,3
RRD,"softirq_timer",1164,1
RRD,"softirq_timer",1177,1
RRD,"softirq_timer",1650,1
RRD,"swap_free",48093232,1
RRD,"swap_free",65534052,1
RRD,"swap_free",65535996,1
RRD,"swap_total",65535996,3
RRD,"tcp_closed",0,3
RRD,"tcp_closewait",0,2
RRD,"tcp_closewait",1,1
RRD,"tcp_closing",0,3
RRD,"tcp_established",136,1
RRD,"tcp_established",483,1
RRD,"tcp_established",87,1
RRD,"tcp_finwait1",0,3
RRD,"tcp_finwait2",0,3
RRD,"tcp_lastack",0,3
RRD,"tcp_listen",38,2
RRD,"tcp_listen",50,1
RRD,"tcp_synrecv",0,3
RRD,"tcp_synsent",0,2
RRD,"tcp_synsent",1,1
RRD,"tcp_synwait",0,3
RRD,"tcp_timewait",1,1
RRD,"tcp_timewait",5,1
RRD,"tcp_timewait",6,1
RRD,"tcp_unknown",0,3
"SM_CLUSTER_STATUS",LastHATransitionTime,0,1
"SM_CLUSTER_STATUS",LastHATransitionTime,1545107342393,1
"SM_CLUSTER_STATUS",NNRole,NameNode,2
"SM_CLUSTER_STATUS",NNRole,ResourceManager,1
"SM_CLUSTER_STATUS",State,active,2
"SM_CLUSTER_STATUS",State,standby,1
"SM_NAMENODE_LIVENODE","LiveNodes_adminState","In Service",1
"SM_NAMENODE_LIVENODE","LiveNodes_blockPoolUsedPercent","0.1072768",1
"SM_NAMENODE_LIVENODE","LiveNodes_blockScheduled",0,1
"SM_NAMENODE_LIVENODE","LiveNodes_capacity",1515565277184,1
"SM_NAMENODE_LIVENODE","LiveNodes_infoAddr","192.168.203.134:50475",1
"SM_NAMENODE_LIVENODE","LiveNodes_infoSecureAddr","192.168.203.134:0",1
"SM_NAMENODE_LIVENODE","LiveNodes_lastContact",1,1
"SM_NAMENODE_LIVENODE","LiveNodes_nonDfsUsedSpace",321804451840,1
"SM_NAMENODE_LIVENODE","LiveNodes_numBlocks",532,1
"SM_NAMENODE_LIVENODE","LiveNodes_remaining",1192134975488,1
"SM_NAMENODE_LIVENODE","LiveNodes_used",1625849856,1
"SM_NAMENODE_LIVENODE","LiveNodes_usedSpace",1625849856,1
"SM_NAMENODE_LIVENODE","LiveNodes_version","2.7.1",1
"SM_NAMENODE_LIVENODE","LiveNodes_volfails",0,1
"SM_NAMENODE_LIVENODE","LiveNodes_xferaddr","192.168.203.134:50010",1
"SM_NODEMANAGER_LIVE","LiveNodeManagers_AvailableMemoryMB","7.390363648E9",2
"SM_NODEMANAGER_LIVE","LiveNodeManagers_LastHealthUpdate",1546570233756,1
"SM_NODEMANAGER_LIVE","LiveNodeManagers_LastHealthUpdate",1546570242282,1
"SM_NODEMANAGER_LIVE","LiveNodeManagers_NodeHTTPAddress","epm-002:8042",1
"SM_NODEMANAGER_LIVE","LiveNodeManagers_NodeHTTPAddress","epm-003:8042",1
"SM_NODEMANAGER_LIVE","LiveNodeManagers_NodeId","epm-002:45454",1
"SM_NODEMANAGER_LIVE","LiveNodeManagers_NodeId","epm-003:45454",1
"SM_NODEMANAGER_LIVE","LiveNodeManagers_NodeManagerVersion","2.7.1",2
"SM_NODEMANAGER_LIVE","LiveNodeManagers_NumContainers",0,2
"SM_NODEMANAGER_LIVE","LiveNodeManagers_Rack","/default-rack",2
"SM_NODEMANAGER_LIVE","LiveNodeManagers_State",RUNNING,2
"SM_NODEMANAGER_LIVE","LiveNodeManagers_UsedMemoryMB","0.0",2
